Incurious,negative
Indecisive,negative
Indulgent,negative
Inert,negative
Inhibited,negative
Insecure,negative
Insensitive,negative
Insincere,negative
Insulting,negative
Intolerant,negative
Irascible,negative
Irrational,negative
Irresponsible,negative
Irritable,negative
Lazy,negative
Malicious,negative
Mannerless,negative
Mechanical,negative
Meddlesome,negative
Melancholic,negative
Messy,negative
Miserable,negative
Miserly,negative
Misguided,negative
Mistaken,negative
Money-minded,negative
Moody,negative
Morbid,negative
Muddle-headed,negative
Naive,negative
Narcissistic,negative
Narrow,negative
Narrow-minded,negative
Negative,negative
Neglectful,negative
Neurotic,negative
Nihilistic,negative
Obnoxious,negative
Obsessive,negative
Obvious,negative
Odd,negative
Offhand,negative
One-dimensional,negative
One-sided,negative
Opinionated,negative
Opportunistic,negative
Oppressed,negative
Outrageous,negative
Paranoid,negative
Passive,negative
Pedantic,negative
Perverse,negative
Petty,negative
Plodding,negative
Pompous,negative
Possessive,negative
Power-hungry,negative
Predatory,negative
Prejudiced,negative
Presumptuous,negative
Pretentious,negative
Prim,negative
Procrastinating,negative
Provocative,negative
Puritanical,negative
Quirky,negative
Reactionary,negative
Reactive,negative
Regimental,negative
Regretful,negative
Repentant,negative
Repressed,negative
Resentful,negative
Ridiculous,negative
Rigid,negative
Ritualistic,negative
Ruined,negative
Sadistic,negative
Sanctimonious,negative
Scheming,negative
Scornful,negative
Secretive,negative
Sedentary,negative
Selfish,negative
Self-indulgent,negative
Shallow,negative
Shortsighted,negative
Sloppy,negative
Slow,negative
Sly,negative
Small-thinking,negative
Softheaded,negative
Sordid,negative
Steely,negative
Stiff,negative
Stupid,negative
Submissive,negative
Superficial,negative
Superstitious,negative
Suspicious,negative
Tactless,negative
Tasteless,negative
Tense,negative
Thievish,negative
Thoughtless,negative
Timid,negative
Transparent,negative
Treacherous,negative
Trendy,negative
Troublesome,negative
Unappreciative,negative
Uncaring,negative
Uncharitable,negative
Unconvincing,negative
Uncooperative,negative
Uncreative,negative
Uncritical,negative
Unctuous,negative
Undisciplined,negative
Unfriendly,negative
Ungrateful,negative
Unhealthy,negative
Unimaginative,negative
Unimpressive,negative
Unlovable,negative
Unpolished,negative
Unprincipled,negative
Unrealistic,negative
Unreflective,negative
Unreliable,negative
Unrestrained,negative
Unstable,negative
Vacuous,negative
Vague,negative
Venomous,negative
Vindictive,negative
Vulnerable,negative
Weak,negative
Willful,negative
